Simulation	B	(B_variance)^(1/2)	Tvalue
2670	-0.00181755	0.00492983	-0.368685
2671	-9.2703e-005	0.00430055	-0.0215561
2672	-0.000316014	0.00479604	-0.0658908
2673	-0.00114003	0.00470269	-0.24242
2674	0.000297179	0.00396294	0.0749896
2675	3.22394e-005	0.00460744	0.00699724
2676	-0.00197753	0.00499957	-0.395541
2677	-0.0012502	0.00514703	-0.242897
2678	-0.00174147	0.00491059	-0.354635
2679	0.000207361	0.00457919	0.0452833
2680	-0.000401159	0.00493943	-0.0812157
2681	-0.00129054	0.00500741	-0.257726
2682	-0.00121136	0.00466829	-0.259487
2683	-0.00108531	0.00479957	-0.226126
2684	-0.000655684	0.00428525	-0.15301
2685	-0.00109958	0.00500132	-0.219859
2686	0.00016783	0.0049035	0.0342266
2687	0.00130107	0.00461372	0.282001
2688	0.00259259	0.00486085	0.533361
2689	0.00316049	0.00479601	0.658982
2690	-0.000985637	0.00460666	-0.213959
2691	-0.00085616	0.00493151	-0.17361
2692	-0.000122855	0.00511679	-0.0240101
2693	-0.00119731	0.00471357	-0.254014
2694	-0.00069426	0.00457727	-0.151676
2695	-0.00157288	0.00494305	-0.3182
2696	-0.00119156	0.00522312	-0.228131
2697	0.00429225	0.00495173	0.866817
2698	-0.000935854	0.00444455	-0.210562
2699	9.81009e-005	0.00463931	0.0211456
2700	0.00361819	0.00464561	0.778842
2701	-0.00134177	0.00506898	-0.264703
2702	-0.000703438	0.00437913	-0.160634
2703	-0.000963344	0.00446138	-0.21593
2704	-0.00135532	0.0049672	-0.272853
2705	-0.00114212	0.00455042	-0.250993
2706	-0.00179612	0.00492792	-0.364478
2707	0.00362641	0.00470267	0.77114
2708	-0.00100796	0.00476182	-0.211676
2709	-0.00125413	0.00499758	-0.250948
2710	0.00315031	0.00509009	0.618909
2711	0.00016702	0.00412536	0.0404861
2712	-0.00127736	0.00444221	-0.287552
2713	-0.000504474	0.00463811	-0.108767
2714	-8.8137e-005	0.00467073	-0.0188701
2715	-0.000450925	0.00448106	-0.100629
2716	-0.000985317	0.00482818	-0.204076
2717	-0.0013088	0.00493366	-0.265279
2718	-0.000422176	0.00457804	-0.0922176
2719	0.000517391	0.00474033	0.109147
2720	0.000531063	0.00482953	0.109962
2721	-0.00172365	0.00484721	-0.355597
2722	0.00394933	0.00449615	0.878381
2723	0.000243803	0.00440579	0.0553371
2724	-0.000411108	0.00446245	-0.0921262
2725	0.00196641	0.00480488	0.409253
2726	-0.00111616	0.00466354	-0.239337
2727	0.0032704	0.00444751	0.735332
2728	-0.000659748	0.00467257	-0.141196
2729	-0.00139414	0.00473012	-0.294737
2730	0.00042702	0.00414822	0.102941
2731	-0.00122437	0.00473182	-0.258752
2732	-0.00136928	0.00440578	-0.310792
2733	-0.000184587	0.00499734	-0.036937
2734	0.00152137	0.00464291	0.327676
2735	0.000505453	0.00476078	0.10617
2736	-0.000678155	0.00471736	-0.143757
2737	-0.000947295	0.00458768	-0.206487
2738	0.00454277	0.00476074	0.954217
2739	-0.00163312	0.00506898	-0.32218
2740	-0.00157249	0.00506898	-0.310218
2741	0.000786956	0.00498939	0.157726
2742	0.000428362	0.00427264	0.100257
2743	-0.000600667	0.00466747	-0.128692
2744	-0.00106913	0.00510882	-0.209272
2745	-0.000255048	0.00480489	-0.0530808
2746	-0.000915008	0.00476312	-0.192103
2747	-0.00236966	0.00546839	-0.433338
2748	-0.000819037	0.00469978	-0.174271
2749	-0.00164063	0.00489832	-0.334937
2750	-0.000985928	0.00525967	-0.187451
2751	-0.0014009	0.00489504	-0.286188
2752	-0.000815836	0.00440579	-0.185174
2753	0.000949044	0.00498443	0.190402
2754	-0.000688849	0.00462261	-0.149017
2755	0.000258131	0.00476182	0.0542084
2756	-0.000705853	0.00521975	-0.135227
2757	-0.001241	0.00460979	-0.269209
2758	-0.00133668	0.00440612	-0.303369
2759	-0.000309452	0.00463931	-0.066702
2760	-0.000820529	0.0048363	-0.16966
2761	-0.00146334	0.00518874	-0.282023
2762	-0.00120071	0.00494716	-0.242707
2763	-9.71496e-005	0.00469896	-0.0206747
2764	-0.00119366	0.0045195	-0.264113
2765	0.00194009	0.00460685	0.421132
2766	-0.00135437	0.00454816	-0.297784
2767	-0.00105783	0.00476615	-0.221947
2768	-0.000542356	0.00430055	-0.126113
2769	0.000188076	0.0042996	0.0437427
2770	-0.000214159	0.00469979	-0.0455679
2771	-0.00135584	0.00496232	-0.273228
2772	-0.000730555	0.00511094	-0.142939
2773	-0.00109823	0.00471736	-0.232807
2774	0.00175419	0.00486822	0.360335
2775	-0.000626917	0.00455666	-0.137583
2776	-0.00138055	0.00508565	-0.27146
2777	-0.000959318	0.00489411	-0.196015
2778	-0.000780861	0.00526094	-0.148426
2779	-0.000744504	0.00459078	-0.162174
2780	-0.0017915	0.00464532	-0.385657
2781	0.00161674	0.00467256	0.346007
2782	-0.000614008	0.00452617	-0.135657
2783	-0.000868387	0.00448984	-0.193411
2784	-0.00119014	0.00467073	-0.254809
2785	0.000656468	0.00440681	0.148967
2786	-0.00145718	0.00520042	-0.280204
2787	-0.00133017	0.00470269	-0.282854
2788	0.00134672	0.00482728	0.278982
2789	-0.00116428	0.00486018	-0.239555
2790	0.00280013	0.00443491	0.631384
2791	-0.000931285	0.00525303	-0.177285
2792	0.000446343	0.00486201	0.0918021
2793	-0.000634933	0.00500957	-0.126744
2794	-0.000584113	0.00445089	-0.131235
2795	-0.00132022	0.00429517	-0.307372
2796	-0.00152188	0.00496378	-0.306596
2797	-0.000386399	0.00435649	-0.088695
2798	-0.00155659	0.00476182	-0.32689
2799	-0.001414	0.00514947	-0.274591
2800	-0.000524692	0.00427403	-0.122763
2801	-0.00155354	0.00514271	-0.302085
2802	-0.000564781	0.00440579	-0.128191
2803	-0.000777594	0.00486087	-0.15997
2804	0.000649623	0.00460685	0.141012
2805	-0.00142955	0.0052189	-0.273919
2806	-0.00133646	0.00461155	-0.289807
2807	7.12639e-005	0.00457039	0.0155925
2808	-0.000577059	0.00507002	-0.113818
2809	0.00130701	0.00503805	0.259427
2810	-0.00031186	0.00450789	-0.0691809
2811	-0.00127478	0.00457727	-0.278501
2812	0.000764487	0.00564002	0.135547
2813	-0.00123305	0.00469978	-0.262364
2814	-0.00097191	0.00473522	-0.205251
2815	0.000174022	0.00492792	0.0353135
2816	-0.000442296	0.00450789	-0.0981159
2817	0.000134065	0.00510377	0.0262679
2818	-0.000187156	0.00457804	-0.0408813
2819	-0.00079269	0.00452209	-0.175293
2820	1.38768e-005	0.00438185	0.00316687
2821	-0.00147983	0.00500087	-0.295914
2822	-0.00153479	0.00493943	-0.310722
2823	-0.000498728	0.00446138	-0.111788
2824	-0.00139371	0.00486018	-0.286762
2825	-0.00124005	0.00424792	-0.29192
2826	-0.000672442	0.00492983	-0.136403
2827	0.000212323	0.00452061	0.0469678
2828	-0.00116933	0.00457804	-0.255422
2829	0.00433599	0.00473518	0.915698
2830	-0.00123053	0.00438265	-0.280774
2831	0.00115072	0.00534716	0.215202
2832	-0.000984072	0.00490068	-0.200803
2833	4.79404e-005	0.00498939	0.00960847
2834	0.00467009	0.00451835	1.03358
2835	0.000606255	0.00440783	0.13754
2836	-0.000561823	0.0047558	-0.118134
2837	-0.00124347	0.00473076	-0.262848
2838	-0.000421167	0.00455212	-0.0925211
2839	0.00161084	0.00510723	0.315404
2840	-0.000814617	0.00473756	-0.171949
2841	0.00384334	0.00463808	0.82865
2842	-0.00177792	0.00514514	-0.345553
2843	-0.00125776	0.00457804	-0.274738
2844	0.000461225	0.00518046	0.0890317
2845	-0.000367839	0.00521975	-0.0704706
2846	-0.000795171	0.00498939	-0.159372
2847	0.00368883	0.00466765	0.790297
2848	-0.000399338	0.00465501	-0.0857867
2849	-0.000136744	0.00479604	-0.0285119
2850	0.00104671	0.00435156	0.240537
2851	-0.000811669	0.00482818	-0.168111
2852	-0.000620049	0.00454816	-0.13633
2853	0.00101915	0.00486018	0.209694
2854	-0.000103579	0.00483133	-0.021439
2855	-0.000471516	0.00483359	-0.0975499
2856	-0.00106168	0.00463692	-0.228963
2857	0.000853645	0.00481202	0.177398
2858	-0.000267805	0.00465137	-0.0575755
2859	-0.00114219	0.00470103	-0.242966
2860	-0.0011473	0.00435254	-0.263593
2861	0.00361174	0.00452391	0.798367
2862	-0.00153403	0.00488799	-0.313837
2863	-0.00148571	0.00452616	-0.328248
2864	0.00364962	0.00428521	0.851677
2865	0.0064998	0.00457909	1.41945
2866	0.000660122	0.00429865	0.153565
2867	0.00229047	0.00486822	0.470495
2868	0.000613373	0.00496379	0.12357
2869	-0.00150838	0.00518211	-0.291074
2870	-0.000144449	0.00452394	-0.0319298
2871	-0.00177821	0.00503347	-0.353278
2872	-0.000742214	0.00452877	-0.163889
2873	-0.00110737	0.00484311	-0.228649
2874	-0.000882517	0.00494716	-0.178389
2875	-0.000838881	0.0041516	-0.202062
2876	-0.000874211	0.00463692	-0.188533
2877	-0.00015612	0.00449419	-0.0347382
2878	0.00238731	0.00503296	0.474336
2879	-0.00127108	0.00463931	-0.273979
2880	0.000371399	0.00441538	0.0841148
2881	-0.00107758	0.00503805	-0.213888
2882	-0.00165006	0.00467073	-0.353277
2883	-0.000617522	0.00458768	-0.134604
2884	-0.00142973	0.00449256	-0.318244
2885	0.000683478	0.00485995	0.140635
2886	-0.000781135	0.00482099	-0.162028
2887	-0.000693323	0.00467073	-0.14844
2888	-0.000985111	0.00508172	-0.193854
2889	0.0041802	0.00469709	0.889955
2890	-0.000344913	0.00442471	-0.0779515
2891	0.00112972	0.00492864	0.229216
2892	0.000307589	0.00503297	0.0611148
2893	2.467e-005	0.00510565	0.0048319
2894	-0.00138704	0.00482683	-0.287361
2895	0.00224525	0.0046381	0.484087
2896	0.00299481	0.0044742	0.669351
2897	-0.00104541	0.00496281	-0.210649
2898	8.27322e-005	0.00489411	0.0169044
2899	-0.000674516	0.00479493	-0.140673
2900	-0.00114616	0.00461156	-0.248541
2901	-0.00050807	0.00514704	-0.0987111
2902	-0.000839006	0.00476441	-0.176098
2903	-0.00133863	0.00484311	-0.276399
2904	0.00519184	0.00486563	1.06704
2905	-0.000855782	0.00466768	-0.183342
2906	-0.000907488	0.0045476	-0.199553
2907	0.000825914	0.00463692	0.178117
2908	-0.000261318	0.00451877	-0.0578295
2909	-0.00139501	0.00455211	-0.306453
2910	-0.00157061	0.00498939	-0.31479
2911	-0.00137731	0.00475126	-0.289883
2912	0.00047786	0.00509524	0.0937855
2913	0.00266584	0.00470102	0.567077
2914	-0.00102241	0.00457689	-0.223385
2915	0.000651891	0.00430646	0.151375
2916	0.000548011	0.00523246	0.104733
2917	-0.00147947	0.00510617	-0.289742
2918	0.000519919	0.00452065	0.11501
2919	-0.000492277	0.00443615	-0.110969
2920	-0.000789108	0.00489364	-0.161252
2921	-0.000922898	0.00457919	-0.201542
2922	0.00270149	0.00479602	0.563278
2923	-0.000796697	0.00473013	-0.16843
2924	-0.000628355	0.00476442	-0.131885
2925	0.00198591	0.00467072	0.425182
2926	0.000484098	0.0048518	0.0997771
2927	0.00269083	0.0046137	0.583225
2928	-0.00122296	0.00511094	-0.239283
2929	-0.000882663	0.00448984	-0.196591
2930	-0.00112823	0.00486201	-0.23205
2931	-0.00152478	0.0047858	-0.318606
2932	0.000708631	0.0045476	0.155825
2933	-0.000964512	0.00479427	-0.20118
2934	-0.00140214	0.00489411	-0.286495
2935	-0.00029925	0.00503297	-0.0594581
2936	0.00924474	0.00469834	1.96766
2937	-0.000841281	0.0054224	-0.155149
2938	0.0020757	0.0049672	0.417882
2939	-0.00115357	0.00492864	-0.234054
2940	-0.000100361	0.00499957	-0.020074
2941	0.000598061	0.00445461	0.134257
2942	-0.00106318	0.0045195	-0.235242
2943	-0.000662204	0.00485685	-0.136344
2944	-0.000363725	0.00458073	-0.0794031
2945	0.00205901	0.00451839	0.455696
2946	0.00393491	0.00473179	0.831591
2947	-0.0016108	0.00489504	-0.329068
2948	-0.00143179	0.00476311	-0.300599
2949	0.00181135	0.00496378	0.364914
2950	-0.00116124	0.00453175	-0.256246
2951	0.00213048	0.00482952	0.441137
2952	-0.00186471	0.00464532	-0.401418
2953	0.0011666	0.00447422	0.260738
2954	7.05862e-005	0.00469979	0.015019
2955	-0.000718135	0.00429897	-0.167048
2956	0.000897035	0.00471357	0.190309
2957	-0.00169335	0.00456273	-0.371127
2958	-0.000782974	0.00424792	-0.184319
2959	0.000696478	0.00449256	0.155029
2960	-0.000519085	0.00473013	-0.10974
2961	0.00063274	0.00489364	0.129298
2962	-0.000735944	0.00507131	-0.145119
2963	-8.87656e-005	0.00473182	-0.0187593
2964	-0.00133513	0.00507547	-0.263055
2965	0.00150961	0.00452616	0.333529
2966	-0.000752595	0.00500132	-0.150479
2967	-0.000812808	0.00480823	-0.169045
2968	-0.000972809	0.00458073	-0.21237
2969	0.000120062	0.00463517	0.0259023
2970	0.00107935	0.0045476	0.237345
2971	0.000321907	0.00443493	0.0725844
2972	0.000266734	0.00457919	0.058249
2973	0.000464232	0.00432555	0.107323
2974	-0.00103142	0.00482953	-0.213564
2975	-0.001087	0.00476312	-0.228212
2976	-0.000857337	0.00482818	-0.177569
2977	-0.0010755	0.00492768	-0.218257
2978	-0.00136195	0.00467482	-0.291337
2979	-0.000337168	0.00398685	-0.0845699
2980	-0.000706999	0.00446174	-0.158458
2981	-0.000648864	0.0048518	-0.133737
2982	-0.000901149	0.00473522	-0.190308
2983	-0.000908479	0.00549261	-0.1654
2984	-0.000838081	0.004543	-0.184477
2985	-0.000633547	0.00424793	-0.149143
2986	-0.00120181	0.00479427	-0.250676
2987	-0.00124121	0.00469854	-0.264169
2988	0.00167892	0.00521862	0.321718
2989	-0.000675659	0.00460685	-0.146664
2990	-0.00159212	0.00507001	-0.314026
2991	-0.000873936	0.00459818	-0.190061
2992	-0.000190613	0.00503348	-0.0378691
2993	0.00106138	0.00443493	0.239323
2994	-0.000622213	0.00525749	-0.118348
2995	-0.000984183	0.00470103	-0.209355
2996	-0.000764336	0.00473331	-0.16148
2997	-0.000832946	0.00452061	-0.184255
2998	-0.0016508	0.00464813	-0.355154
2999	0.00731695	0.00510712	1.4327
3000	-0.00118357	0.00479493	-0.246837
3001	-0.000737277	0.00469854	-0.156916
3002	-0.00123816	0.00476312	-0.259947
3003	-0.000713979	0.0045476	-0.157001
3004	-0.00117254	0.00449038	-0.261122
3005	-0.000989886	0.00505599	-0.195785
3006	-0.0010041	0.00500088	-0.200784
3007	-0.00152014	0.00481627	-0.315626
3008	-0.00125399	0.00443406	-0.282808
3009	-0.000372543	0.00463931	-0.0803013
3010	-0.00122044	0.0047801	-0.255318
3011	-0.00142295	0.0049035	-0.290191
3012	-0.000423983	0.00460666	-0.0920369
3013	-0.00032303	0.0042003	-0.0769065
3014	-0.00136745	0.00438265	-0.312013
3015	-0.00113367	0.00472991	-0.239682
3016	-0.0013345	0.00507002	-0.263214
3017	-0.000979796	0.00510618	-0.191885
3018	0.00371809	0.00496278	0.749193
3019	-0.00085598	0.00435156	-0.196707
3020	-0.000716953	0.00489364	-0.146507
3021	-0.000812482	0.00443337	-0.183265
3022	-0.000895994	0.00479066	-0.18703
3023	0.000812127	0.00506924	0.160207
3024	0.00154289	0.00473521	0.325833
3025	0.0014204	0.00493366	0.2879
3026	-0.000270155	0.00494716	-0.0546081
3027	-0.000279297	0.00470103	-0.0594119
3028	0.000247354	0.00457804	0.0540306
3029	0.000687451	0.0045184	0.152145
3030	-0.00149267	0.00506898	-0.294471
3031	0.00130787	0.00479405	0.272812
3032	-0.000195047	0.00507002	-0.0384708
3033	-0.000669589	0.00496379	-0.134895
3034	0.00333166	0.00451874	0.737298
3035	-0.000891774	0.00460685	-0.193575
3036	-0.00165913	0.00435484	-0.380985
3037	-0.00128425	0.00496379	-0.258724
3038	-0.00114084	0.00499487	-0.228403
3039	0.000179149	0.00482683	0.0371153
3040	0.00114133	0.00486018	0.234834
3041	-0.000202154	0.00461156	-0.0438363
3042	-0.00103233	0.00466829	-0.221136
3043	-0.000451857	0.00479493	-0.0942363
3044	-0.00100121	0.00469895	-0.21307
3045	-0.00131214	0.00426076	-0.30796
3046	-0.00118327	0.00486201	-0.243371
3047	0.00370314	0.00449253	0.824288
3048	-0.00128484	0.00417735	-0.307574
3049	-0.000610349	0.00496281	-0.122984
3050	-6.39831e-005	0.00470103	-0.0136104
3051	-0.000410212	0.00481627	-0.0851721
3052	0.00152716	0.00462638	0.330098
3053	0.00013831	0.00473076	0.0292362
3054	0.000490284	0.00457804	0.107095
3055	0.00104191	0.00466747	0.223229
3056	-0.00179164	0.00446137	-0.401588
3057	-0.00122501	0.00470103	-0.260583
3058	-0.000461503	0.00503601	-0.0916405
3059	0.00335641	0.00473074	0.709489
3060	-0.000977896	0.00452877	-0.21593
3061	-0.00126616	0.00500356	-0.253052
3062	-0.00041337	0.00480489	-0.0860311
3063	-0.000953941	0.00428525	-0.222611
3064	0.00242829	0.00486568	0.499065
3065	-0.00150254	0.00499758	-0.300653
3066	0.00122443	0.0045195	0.270922
3067	-0.000364262	0.00471022	-0.0773344
3068	0.000147739	0.00440613	0.0335304
3069	-0.000329156	0.00463732	-0.0709798
3070	-0.000368386	0.00472992	-0.0778842
3071	-0.000310963	0.00506924	-0.0613432
3072	0.00101316	0.00489411	0.207017
3073	-0.00109978	0.00490681	-0.224133
3074	-0.000115514	0.00469854	-0.0245851
3075	0.000574824	0.00492864	0.116629
3076	0.00231685	0.00496524	0.466614
3077	-0.00152399	0.00517573	-0.29445
3078	-0.000799681	0.00511679	-0.156286
3079	-0.0010121	0.00418623	-0.241768
3080	-0.000215767	0.00452061	-0.0477295
3081	-0.000400364	0.00449419	-0.0890847
3082	0.0013264	0.00470103	0.282152
3083	-0.00125023	0.00448984	-0.278458
3084	-0.000809818	0.00460744	-0.175763
3085	-0.000617891	0.00479427	-0.128881
3086	-0.00134582	0.00491486	-0.273826
3087	-0.00110849	0.00507131	-0.218581
3088	-0.000377785	0.00432507	-0.0873477
3089	-0.00150781	0.00508565	-0.296483
3090	-0.000357454	0.00479604	-0.074531
3091	-0.00117906	0.00476225	-0.247584
3092	-0.00025373	0.00464532	-0.0546205
3093	-0.000529058	0.00480201	-0.110174
3094	-0.000891299	0.00455042	-0.195872
3095	0.00190327	0.0045044	0.422537
3096	0.00188213	0.00467256	0.402804
3097	-0.0015199	0.00476225	-0.319155
3098	-0.000475912	0.00469854	-0.101289
3099	-0.00117819	0.00460685	-0.255746
3100	0.00181697	0.00438921	0.413963
3101	-0.000831852	0.00491963	-0.169088
3102	7.19974e-005	0.00499487	0.0144143
3103	-0.00121006	0.00461156	-0.262398
3104	0.00378833	0.00473753	0.799643
3105	0.000780741	0.00522287	0.149485
3106	-0.000793474	0.00480489	-0.165139
3107	-0.000143725	0.00460744	-0.0311942
3108	-0.000627137	0.00464532	-0.135004
3109	7.35568e-005	0.00425005	0.0173073
3110	0.00128864	0.00507131	0.254104
3111	-0.00138923	0.00486362	-0.285637
3112	0.00162378	0.00496232	0.327222
3113	0.00123655	0.00486018	0.254425
3114	-0.00117581	0.00454741	-0.258568
3115	0.000410704	0.00492864	0.0833301
3116	-0.000770457	0.00432506	-0.178138
3117	-0.00131313	0.00489929	-0.268025
3118	-0.000928785	0.00479405	-0.193737
3119	-0.000119755	0.0043845	-0.0273134
3120	-0.00129676	0.00516473	-0.251081
3121	0.00142231	0.00471021	0.301964
3122	-0.00104609	0.00492792	-0.212279
3123	-0.000283162	0.00476442	-0.0594327
3124	-0.00176255	0.00470103	-0.37493
3125	0.00148528	0.00503805	0.294812
3126	-0.00120155	0.00476312	-0.252262
3127	-0.000781955	0.00451601	-0.173152
3128	0.00411293	0.00499755	0.82299
3129	-0.000751967	0.00496379	-0.151491
3130	-0.00117323	0.00451876	-0.259636
3131	-0.000781108	0.00455212	-0.171592
3132	0.00624668	0.00486353	1.28439
3133	-0.000876487	0.00505135	-0.173515
3134	-0.00111523	0.00468056	-0.238269
3135	0.00288591	0.00514297	0.561138
3136	0.00155705	0.00419689	0.371001
3137	-0.00053604	0.00443354	-0.120906
3138	0.000403685	0.00473013	0.0853433
3139	-0.000422288	0.00458266	-0.0921492
3140	-0.00137355	0.00476831	-0.288057
3141	-0.0012733	0.00510723	-0.249312
3142	-0.000402378	0.00466355	-0.0862817
3143	-0.000906049	0.00481476	-0.188181
3144	-0.000939217	0.00486823	-0.192928
3145	-0.0010633	0.00489645	-0.217158
3146	6.69379e-005	0.00427098	0.0156727
3147	-0.000512849	0.00483948	-0.105972
3148	0.000207797	0.00499758	0.0415795
3149	-0.00028062	0.00476615	-0.0588776
3150	0.00455481	0.00457799	0.994937
3151	0.00216773	0.00476181	0.455233
3152	-0.000532084	0.00455666	-0.116771
3153	0.00018017	0.00534948	0.03368
3154	0.00264598	0.0046084	0.574164
3155	0.000457168	0.00460744	0.0992237
3156	0.000606703	0.00486201	0.124784
3157	-0.000446738	0.00463811	-0.0963189
3158	-0.00103795	0.00479066	-0.216661
3159	0.00287346	0.00419687	0.684666
3160	-0.00139763	0.0049672	-0.281371
3161	-0.000794433	0.00483133	-0.164433
3162	-0.00131631	0.00446885	-0.294552
3163	-0.00123928	0.00457804	-0.2707
3164	-0.000195277	0.0045491	-0.0429265
3165	-0.000561824	0.00440579	-0.12752
3166	0.00450362	0.00461623	0.975605
3167	0.000394066	0.00464292	0.0848747
3168	0.00114717	0.00427279	0.268482
3169	-0.000240115	0.00496721	-0.0483401
3170	0.00248301	0.00432634	0.573929
3171	-0.0006991	0.00469978	-0.148752
3172	0.00648652	0.00478571	1.35539
3173	-0.000221591	0.00471357	-0.0470112
3174	-0.000358586	0.00447135	-0.0801964
3175	-0.00116592	0.00417238	-0.279437
3176	0.00445852	0.00454905	0.980098
3177	-0.00107462	0.00463811	-0.231693
3178	0.000879559	0.00489411	0.179718
3179	0.00193483	0.00457688	0.42274
3180	-0.00140433	0.00472991	-0.296903
3181	-0.00140563	0.00452568	-0.31059
3182	-0.000932791	0.00479603	-0.194492
3183	-0.000347329	0.00459428	-0.0756003
3184	-0.00135248	0.00493515	-0.274051
3185	-0.000358026	0.00467073	-0.0766531
3186	0.000951547	0.00510882	0.186256
3187	-0.00134031	0.00428258	-0.312967
3188	0.000746345	0.00496965	0.150181
3189	0.0009391	0.00449419	0.208959
3190	-0.000942154	0.00482683	-0.195191
3191	0.00166895	0.00446493	0.373792
3192	-0.00212638	0.00503448	-0.422363
3193	-0.000101398	0.00461628	-0.0219653
3194	0.00128432	0.00443772	0.28941
3195	0.000527001	0.00457804	0.115115
3196	-0.00130075	0.00516008	-0.25208
3197	-0.000399087	0.00464091	-0.0859932
3198	0.00405763	0.00447741	0.906243
3199	0.00193678	0.00452876	0.427663
3200	-0.00107917	0.00485179	-0.222427
3201	-0.000885915	0.00492983	-0.179705
3202	-0.000179868	0.00492864	-0.0364944
3203	-0.000838159	0.00479957	-0.174632
3204	-0.000407632	0.00489833	-0.0832185
3205	0.00490316	0.00479598	1.02235
3206	-0.000298929	0.00466931	-0.0640201
3207	-0.000632691	0.00460744	-0.137319
3208	-0.0014543	0.00493151	-0.294899
3209	-0.00136791	0.00429865	-0.318218
3210	-0.000372579	0.00510565	-0.072974
3211	-0.000913079	0.00506924	-0.180121
3212	-0.00012494	0.00454741	-0.0274751
3213	-0.000659661	0.00486569	-0.135574
3214	-0.000604773	0.00437997	-0.138077
3215	-0.000850452	0.00451176	-0.188497
3216	-0.00110083	0.00514298	-0.214045
3217	-0.000317609	0.00518046	-0.061309
3218	0.00158247	0.00438921	0.360536
3219	-0.0012044	0.00466829	-0.257996
3220	1.58138e-005	0.00471022	0.00335733
3221	-0.00120961	0.00474033	-0.255174
3222	-0.00101399	0.00449123	-0.225771
3223	0.00247339	0.0051821	0.477294
3224	-0.000431754	0.00482683	-0.0894487
3225	-0.000367601	0.00486841	-0.0755074
3226	0.00190172	0.00458265	0.414982
3227	-0.00115396	0.00469854	-0.2456
3228	0.00302436	0.00490679	0.616362
3229	0.00346843	0.00473753	0.732118
3230	-0.00073053	0.00492768	-0.14825
3231	-0.000950782	0.0045491	-0.209004
3232	-0.00175261	0.00479603	-0.36543
3233	-0.00146886	0.00443336	-0.331321
3234	-0.00103533	0.00470269	-0.220158
3235	-0.00052022	0.00492769	-0.105571
3236	0.00207467	0.0045595	0.455021
3237	-0.000176432	0.00474354	-0.0371941
3238	-0.000123538	0.00427403	-0.0289042
3239	-0.00148626	0.00542052	-0.274192
3240	-0.00160543	0.0048363	-0.331955
3241	0.00151467	0.00471415	0.321303
3242	-0.0019854	0.00466828	-0.425295
3243	-0.000873745	0.00446351	-0.195753
3244	-0.00117917	0.00463931	-0.254169
3245	-0.000816522	0.00476182	-0.171473
3246	0.00326835	0.00483357	0.676177
3247	-0.00114066	0.00470269	-0.242555
3248	-0.00124932	0.00446138	-0.28003
3249	-2.02967e-005	0.00514379	-0.00394586
3250	0.00132367	0.00542804	0.243858
3251	0.000550175	0.00452209	0.121664
3252	-0.000832168	0.00511094	-0.162821
3253	-0.000267331	0.00451176	-0.0592522
3254	0.000173197	0.00463931	0.0373325
3255	0.000418551	0.00477397	0.0876736
3256	0.00210356	0.00537686	0.391225
3257	-0.00158716	0.00457804	-0.34669
3258	0.000186374	0.00452209	0.0412141
3259	-0.000876564	0.00440613	-0.198942
3260	-0.00120815	0.00446244	-0.270737
3261	-0.00135614	0.00471357	-0.28771
3262	0.00186605	0.00493366	0.378229
3263	-0.00101458	0.00457919	-0.221564
3264	-0.000668615	0.00448984	-0.148917
3265	-0.000283102	0.00466931	-0.0606303
3266	-0.00124949	0.00514947	-0.242645
3267	0.00189854	0.00455041	0.417224
3268	-0.0012025	0.00477746	-0.251702
3269	-0.00113158	0.00500132	-0.226257
3270	2.37703e-005	0.00422535	0.00562565
3271	0.00571343	0.00460971	1.23943
3272	-0.000530833	0.00435156	-0.121987
3273	-0.0018707	0.00496525	-0.37676
3274	0.000735361	0.00427326	0.172084
3275	0.00634148	0.00489355	1.29588
3276	-9.23366e-005	0.00469235	-0.0196781
3277	-0.000498801	0.00489645	-0.10187
3278	-0.00114841	0.00477092	-0.240711
3279	-0.000785066	0.00471527	-0.166494
3280	-0.000941429	0.00446138	-0.211017
3281	-0.0014125	0.00522115	-0.270533
3282	0.0013588	0.00418347	0.324802
3283	-0.00165008	0.00480489	-0.343417
3284	-0.00117271	0.00444192	-0.264011
3285	-0.000616434	0.00492769	-0.125096
3286	-0.00110606	0.00496232	-0.222892
3287	-0.000491693	0.00463931	-0.105984
3288	-0.00116585	0.00449038	-0.259632
3289	-0.00124718	0.00455212	-0.273979
3290	-0.00116351	0.00463811	-0.250858
3291	-0.00167328	0.00494304	-0.338512
3292	0.00382723	0.004701	0.814131
3293	-0.000932186	0.00463056	-0.201312
3294	-0.000837655	0.00480823	-0.174213
3295	-0.000186177	0.005247	-0.0354825
3296	0.00191186	0.0048747	0.392201
3297	-0.000905724	0.00479405	-0.188927
3298	-0.000341625	0.00503449	-0.067857
3299	-0.000919965	0.00466931	-0.197024
3300	0.000512335	0.0045195	0.113361
3301	-0.000513499	0.00457727	-0.112184
3302	-0.000489321	0.0045476	-0.1076
3303	0.00216855	0.00479602	0.452157
3304	-0.00165818	0.00448984	-0.369318
3305	0.00160667	0.00492864	0.325986
3306	-0.000528544	0.00472992	-0.111745
3307	0.00597082	0.00463923	1.28703
3308	-0.00158264	0.00491963	-0.321699
3309	0.000198278	0.00466931	0.0424642
3310	0.00036648	0.0048934	0.0748927
3311	-0.00168972	0.00473182	-0.357098
3312	-0.000813056	0.00510618	-0.15923
3313	-0.00047826	0.00435353	-0.109856
3314	0.00168093	0.00457804	0.367172
3315	0.00201572	0.00454815	0.443195
