Simulation	B	(B_variance)^(1/2)	Tvalue
2002	0.00130721	0.00429959	0.304031
2003	0.00210373	0.00473135	0.444637
2004	0.00020746	0.00460979	0.0450041
2005	-0.00524711	0.00538221	-0.974899
2006	0.00211703	0.00484311	0.437123
2007	-0.00307956	0.00474716	-0.648717
2008	-0.00648171	0.00470093	-1.37881
2009	0.00229462	0.00467481	0.490847
2010	0.00171405	0.00500356	0.342567
2011	0.00197951	0.00486017	0.407293
2012	0.00228845	0.0047299	0.483825
2013	0.000314441	0.00455666	0.069007
2014	0.0010919	0.0046693	0.233847
2015	-0.0104322	0.00460659	-2.26463
2016	0.0014169	0.00489645	0.289373
2017	0.00155337	0.00437846	0.354776
2018	-0.00125694	0.00514379	-0.244361
2019	-0.000475704	0.00474033	-0.100353
2020	0.0020337	0.00461371	0.440794
2021	0.00230467	0.00444191	0.518847
2022	0.00158244	0.00474353	0.333601
2023	0.00231866	0.005036	0.460417
2024	-0.000134713	0.00463812	-0.0290447
2025	-0.0118815	0.00518016	-2.29366
2026	-0.00165164	0.00470103	-0.351335
2027	0.00119922	0.00464091	0.258401
2028	0.0023469	0.00460665	0.50946
2029	-0.000793789	0.00477213	-0.166339
2030	-0.000101595	0.0045184	-0.0224848
2031	0.00166932	0.00500131	0.333777
2032	0.00239577	0.00474717	0.504673
2033	-0.00600971	0.00447413	-1.34321
2034	-0.00150576	0.00458073	-0.328717
2035	-0.00142048	0.00492864	-0.288209
2036	-0.00209369	0.00474717	-0.44104
2037	-0.00867821	0.00510707	-1.69925
2038	0.00189741	0.00470477	0.403295
2039	-0.00420295	0.00546166	-0.769539
2040	0.00247537	0.00499832	0.49524
2041	-0.00051163	0.0052189	-0.0980341
2042	0.00219937	0.00492791	0.446309
2043	-0.00869472	0.00471718	-1.8432
2044	-0.0113338	0.00455634	-2.48748
2045	0.00244877	0.0049762	0.492097
2046	0.00182941	0.00435648	0.419928
2047	0.00216427	0.00499832	0.433
2048	-0.00111912	0.00464019	-0.241181
2049	0.00159385	0.00440578	0.361764
2050	0.00218984	0.00443492	0.493772
2051	0.0010556	0.00449129	0.235032
2052	0.00215863	0.00479426	0.450253
2053	0.00253936	0.00510616	0.497312
2054	-0.00236597	0.00443963	-0.532921
2055	0.000731616	0.00507002	0.144303
2056	0.00107945	0.00446138	0.241954
2057	-0.00597078	0.0043518	-1.37203
2058	-0.0011523	0.00499957	-0.23048
2059	0.00165192	0.00503804	0.327889
2060	0.00218401	0.00478009	0.456898
2061	0.0010981	0.00486087	0.225905
2062	0.00170997	0.00473182	0.361377
2063	-0.00134814	0.00533865	-0.252525
2064	-0.00199198	0.00454909	-0.437885
2065	0.00167012	0.00435254	0.383713
2066	0.00176924	0.00489832	0.361193
2067	0.00223612	0.00457918	0.488323
2068	0.00229066	0.00473075	0.484205
2069	-9.11359e-005	0.00454816	-0.020038
2070	0.000801109	0.00482683	0.16597
2071	0.0011252	0.00443615	0.253644
2072	0.00185382	0.00500956	0.370056
2073	0.00233022	0.00492982	0.472677
2074	0.0022191	0.00468798	0.47336
2075	0.00243095	0.00492982	0.493111
2076	0.0023267	0.00471356	0.493619
2077	-0.00117623	0.00489833	-0.240129
2078	0.00178895	0.00486086	0.368032
2079	-0.00184	0.00451876	-0.407192
2080	0.00149232	0.00466828	0.319671
2081	-0.00738338	0.00449116	-1.64398
2082	0.00212529	0.00476441	0.446077
2083	0.000981348	0.00451071	0.21756
2084	0.00248725	0.00503448	0.494043
2085	0.00174458	0.00451839	0.386108
2086	-5.47669e-005	0.00472777	-0.0115841
2087	-0.00199726	0.00448965	-0.444859
2088	-0.000262926	0.00472992	-0.0555879
2089	-0.00141462	0.00477212	-0.296435
2090	0.00222293	0.00454815	0.488754
2091	0.000722719	0.00489364	0.147685
2092	0.000667002	0.00479603	0.139074
2093	0.00198746	0.00435188	0.45669
2094	-0.00283895	0.00446491	-0.635836
2095	0.00224952	0.00533685	0.421508
2096	0.00205551	0.00440612	0.466514
2097	0.00159167	0.00437913	0.363467
2098	0.00123201	0.00495689	0.248546
2099	0.00203687	0.00432505	0.470947
2100	0.00148149	0.00526959	0.281139
2101	0.00233753	0.00480199	0.486784
2102	0.00146433	0.00493943	0.296457
2103	0.00252334	0.00496231	0.5085
2104	-0.00303742	0.00490679	-0.619025
2105	0.0019862	0.00514514	0.386035
2106	0.00176876	0.00500131	0.35366
2107	0.00191458	0.00454815	0.420957
2108	0.00223056	0.00466746	0.477895
2109	0.00225485	0.00496524	0.454128
2110	0.00117809	0.00492792	0.239064
2111	0.00145963	0.00473012	0.308582
2112	-0.00353269	0.00435186	-0.811767
2113	-0.0038658	0.00489642	-0.789515
2114	0.00100248	0.00461372	0.217283
2115	0.000753652	0.00467748	0.161123
2116	-0.0136266	0.00454865	-2.99576
2117	0.0023502	0.00436342	0.538615
2118	-0.00591557	0.00476823	-1.24062
2119	0.00248955	0.00529943	0.469777
2120	0.00230102	0.00533744	0.431109
2121	-0.001276	0.00499957	-0.255222
2122	-0.000645926	0.00449129	-0.143818
2123	-0.0077393	0.00446123	-1.73479
2124	-0.00032024	0.00487866	-0.0656411
2125	0.00204793	0.00492768	0.415598
2126	-0.00292267	0.00492982	-0.592857
2127	0.000425502	0.0045044	0.0944635
2128	0.00239098	0.00486822	0.491141
2129	0.0011943	0.00499833	0.23894
2130	-0.00102741	0.0050406	-0.203828
2131	-0.00089511	0.00520545	-0.171956
2132	0.000365326	0.00525807	0.0694791
2133	0.00197059	0.00470477	0.418849
2134	0.00266969	0.00499732	0.534224
2135	0.000773595	0.00473013	0.163546
2136	0.00250957	0.00493629	0.508391
2137	0.00230159	0.00463691	0.496363
2138	0.0020974	0.00476614	0.440062
2139	0.000929363	0.00469235	0.198059
2140	0.00144877	0.00481627	0.300808
2141	-0.00107106	0.00441297	-0.242707
2142	0.00233112	0.00482727	0.482907
2143	0.00221667	0.00515457	0.43004
2144	0.00166649	0.00463811	0.359304
2145	1.29962e-005	0.0041969	0.00309662
2146	0.0011907	0.00479427	0.248358
2147	-0.000163025	0.00482728	-0.0337717
2148	0.00221059	0.00466767	0.473597
2149	0.00175952	0.00430752	0.408478
2150	-0.000353961	0.00455042	-0.0777864
2151	0.00269705	0.00530413	0.50848
2152	-0.00087727	0.00470103	-0.186612
2153	0.00218344	0.0048941	0.446138
2154	-0.00992935	0.00466724	-2.12746
2155	0.00243321	0.00500086	0.486558
2156	-0.0205065	0.00506806	-4.04623
2157	0.00144869	0.00463811	0.312345
2158	0.00215134	0.00476614	0.45138
2159	0.00206851	0.00457726	0.45191
2160	0.00162164	0.00455042	0.356373
2161	-0.00295803	0.00496963	-0.595221
2162	-0.00181606	0.00482727	-0.376208
2163	-0.00424096	0.00449615	-0.943243
2164	-0.00145635	0.00470103	-0.309795
2165	-0.000198954	0.00518046	-0.0384048
2166	-0.00235979	0.00518596	-0.455035
2167	0.00205707	0.00491059	0.418905
2168	0.00226606	0.00452393	0.500906
2169	0.00206646	0.00439888	0.46977
2170	-0.00271725	0.00527829	-0.514798
2171	0.00179287	0.00457727	0.39169
2172	0.000130476	0.00455212	0.0286628
2173	-0.00970207	0.00454887	-2.13285
2174	0.00201895	0.00479426	0.421117
2175	0.0024912	0.00485994	0.512599
2176	-0.000326979	0.00496379	-0.0658728
2177	-0.0195435	0.0053778	-3.63411
2178	-0.000173513	0.0046072	-0.0376612
2179	0.000306111	0.00486018	0.0629834
2180	-0.000349846	0.00446245	-0.0783978
2181	0.00223108	0.00521348	0.427944
2182	-0.00535739	0.00460972	-1.16219
2183	-0.000645413	0.00482728	-0.133701
2184	-0.00843697	0.00495673	-1.70212
2185	0.000907083	0.00476312	0.190439
2186	0.000288423	0.00446351	0.0646179
2187	-0.011388	0.00452177	-2.51848
2188	0.00211436	0.00457688	0.461966
2189	0.00226419	0.00460743	0.491421
2190	0.00250351	0.0051821	0.483107
2191	-0.00890203	0.00463792	-1.9194
2192	0.00230924	0.00446137	0.517608
2193	0.00217726	0.00474032	0.459306
2194	-0.000647405	0.00479493	-0.135019
2195	0.00109536	0.00492983	0.22219
2196	0.00197908	0.00487865	0.405662
2197	0.00192058	0.00466747	0.411482
2198	-0.00356625	0.0044649	-0.798729
2199	0.00054041	0.00449419	0.120246
2200	0.00230575	0.00473181	0.487288
2201	-0.00330922	0.00514512	-0.643175
2202	0.00132356	0.00449129	0.294694
2203	0.00225654	0.00445088	0.506987
2204	0.00261776	0.00514378	0.508917
2205	-0.00235052	0.00473329	-0.496592
2206	0.00050296	0.00486018	0.103486
2207	0.00229728	0.00473075	0.485605
2208	0.00174723	0.00499758	0.349615
2209	0.0022995	0.00510617	0.450338
2210	0.0023081	0.00449618	0.513348
2211	0.00217125	0.00425157	0.510695
2212	0.00179211	0.00433801	0.413118
2213	-0.0102596	0.00473731	-2.16569
2214	0.00237688	0.00482682	0.492432
2215	0.00176218	0.00482683	0.36508
2216	-0.00252499	0.00503295	-0.501692
2217	0.0012708	0.00461372	0.27544
2218	0.00140913	0.00452877	0.311151
2219	0.00150367	0.00470236	0.31977
2220	0.000972123	0.00486362	0.199876
2221	0.000382226	0.00469979	0.0813284
2222	-0.00203194	0.00472776	-0.429788
2223	0.00190341	0.00496525	0.383348
2224	-0.00969156	0.00451817	-2.14502
2225	0.00170047	0.00500087	0.340034
2226	0.000308188	0.00507547	0.0607211
2227	0.00161853	0.0044068	0.367279
2228	0.000526381	0.00460666	0.114265
2229	0.00130237	0.00463811	0.280797
2230	0.00148699	0.00499733	0.297557
2231	0.00157076	0.00448984	0.349848
2232	0.00262691	0.00506923	0.518207
2233	0.000549883	0.0045184	0.121699
2234	0.00227599	0.00435846	0.5222
2235	0.00226433	0.00514703	0.43993
2236	-0.000833081	0.00455212	-0.18301
2237	-0.00276577	0.0048431	-0.571075
2238	-0.00780756	0.00495164	-1.57676
2239	-0.0024144	0.00486361	-0.496421
2240	0.00196796	0.00473075	0.415993
2241	0.00140389	0.00463691	0.302763
2242	0.00227626	0.00457803	0.497213
2243	0.000469373	0.00457919	0.102501
2244	0.000881199	0.00454741	0.193781
2245	0.000687491	0.00452061	0.152079
2246	0.000754657	0.00486201	0.155215
2247	-0.00230351	0.00476181	-0.483748
2248	0.00197584	0.00499832	0.395302
2249	0.000437887	0.00460842	0.095019
2250	0.0015589	0.00491486	0.317181
2251	0.00257882	0.00523671	0.492451
2252	-0.00329753	0.00501331	-0.657755
2253	0.00107869	0.00486823	0.221577
2254	0.00164911	0.00476614	0.346005
2255	0.00208999	0.00460743	0.453612
2256	-0.000940144	0.00417195	-0.225349
2257	0.00155048	0.00472991	0.327803
2258	0.00227727	0.00457803	0.497435
2259	0.00198688	0.00470269	0.422498
2260	-0.00231921	0.00493365	-0.470079
2261	0.000404262	0.00518598	0.077953
2262	-0.00612291	0.00500348	-1.22373
2263	-0.0124778	0.00502741	-2.48196
2264	-0.00298304	0.00461922	-0.645789
2265	-0.00532964	0.00460972	-1.15617
2266	0.00259297	0.00511358	0.507074
2267	0.0012935	0.00464532	0.278451
2268	0.00228398	0.00473755	0.482102
2269	-0.00234959	0.00503448	-0.4667
2270	0.00229501	0.00522566	0.439182
2271	-6.07471e-005	0.00451951	-0.0134411
2272	0.00227588	0.00494304	0.46042
2273	0.00180429	0.00550951	0.327487
2274	0.00182811	0.00435254	0.42001
2275	0.0015939	0.00446885	0.356669
2276	0.00242352	0.00473134	0.512228
2277	0.000390063	0.00427403	0.0912635
2278	0.00231337	0.0047102	0.491141
2279	0.00144341	0.00461788	0.312571
2280	-0.00210374	0.0046381	-0.453577
2281	0.0021303	0.0044109	0.482962
2282	0.00225332	0.00503804	0.44726
2283	0.00178309	0.00500356	0.356365
2284	-0.000898869	0.00463692	-0.193851
2285	0.00198139	0.00455041	0.435431
2286	0.000319247	0.00515246	0.0619601
2287	0.00231882	0.00460665	0.503365
2288	0.00245843	0.00511093	0.481013
2289	0.00243513	0.00515244	0.472617
2290	0.00229066	0.00449037	0.510127
2291	-0.00189736	0.0046226	-0.410453
2292	-0.000379025	0.00460686	-0.0822742
2293	0.00225719	0.00446492	0.505539
2294	0.000126445	0.00493367	0.0256291
2295	0.00215565	0.00427278	0.504508
2296	0.00276609	0.00529796	0.522104
2297	0.00217863	0.00470728	0.462821
2298	-0.00613617	0.0044941	-1.36538
2299	0.00207957	0.00453885	0.45817
2300	0.00225255	0.00449418	0.501214
2301	-0.00257875	0.00459076	-0.561726
2302	0.0025945	0.00514378	0.504396
2303	0.00182392	0.00493366	0.36969
2304	0.000587977	0.0054684	0.107523
2305	0.00193495	0.0044422	0.435584
2306	0.00187467	0.0043018	0.435787
2307	0.00166017	0.00476441	0.348453
2308	0.000841265	0.00427512	0.196782
2309	0.000938839	0.00446138	0.210437
2310	0.000971724	0.0047027	0.206631
2311	0.00033502	0.00440613	0.076035
2312	0.00184027	0.00460743	0.399414
2313	0.00184749	0.00473012	0.39058
2314	-0.00777762	0.0049972	-1.55639
2315	0.0017013	0.00477746	0.356109
2316	-0.002464	0.00455664	-0.540749
2317	0.00195345	0.00434832	0.449242
2318	0.00266704	0.0053801	0.495722
2319	0.00218222	0.004338	0.503048
2320	0.00131707	0.00479597	0.27462
2321	0.00133668	0.00454816	0.293894
2322	0.00229989	0.0044635	0.515266
2323	-0.00236928	0.00504365	-0.469755
2324	-0.000319283	0.00486202	-0.0656688
2325	0.000541073	0.0052189	0.103676
2326	0.0011986	0.00435353	0.275318
2327	0.00244673	0.0051427	0.475767
2328	0.00249446	0.0049628	0.502632
2329	0.00142166	0.00490067	0.290095
2330	0.00143442	0.00449419	0.319173
2331	-0.000606768	0.00454816	-0.13341
2332	0.00163455	0.00480176	0.340407
2333	-0.00415988	0.00473752	-0.878072
2334	0.00156542	0.00464091	0.337309
2335	-0.00454734	0.00499828	-0.90978
2336	0.00218867	0.00437862	0.499855
2337	0.00180124	0.00463731	0.388424
2338	0.00142808	0.00461372	0.30953
2339	0.00183938	0.00489832	0.375512
2340	0.00152613	0.0045491	0.33548
2341	-0.00664959	0.00439198	-1.51403
2342	-0.00317893	0.00522113	-0.608857
2343	-0.000503887	0.00466747	-0.107957
2344	0.0018193	0.00469978	0.387103
2345	0.00232665	0.00522877	0.44497
2346	0.00119293	0.00509011	0.234362
2347	0.00102622	0.00487471	0.21052
2348	-0.00711013	0.00523662	-1.35777
2349	0.00134761	0.00448984	0.300147
2350	-0.00454253	0.00499828	-0.908818
2351	0.000398752	0.00463732	0.0859877
2352	-0.00287061	0.00469852	-0.61096
2353	-0.00556865	0.00489638	-1.1373
2354	-0.00272637	0.00483357	-0.564049
2355	-0.00829945	0.0041342	-2.00751
2356	0.00178394	0.00499758	0.356961
2357	0.00188233	0.00452208	0.416252
2358	-0.00191488	0.00461003	-0.415372
2359	-0.00975919	0.00436951	-2.23347
2360	-0.000615119	0.00479758	-0.128215
2361	-0.000181698	0.00546169	-0.0332677
2362	0.00203474	0.00458496	0.443786
2363	0.00251332	0.00496964	0.505735
2364	-0.00931289	0.00486067	-1.91597
2365	0.000697361	0.00503449	0.138517
2366	0.000506176	0.0045476	0.111306
2367	-0.000200729	0.00464814	-0.0431849
2368	-0.000182697	0.00514704	-0.0354955
2369	-0.000919178	0.00473013	-0.194324
2370	0.0015437	0.0046226	0.333946
2371	0.00168071	0.00474718	0.354044
2372	-0.00618036	0.0045791	-1.34969
2373	0.0020255	0.00441296	0.45899
2374	0.00243017	0.00463712	0.524069
2375	-0.00373094	0.00507128	-0.7357
2376	0.00202947	0.00440578	0.460638
2377	-0.00733592	0.00508161	-1.44362
2378	-0.000358189	0.00466931	-0.0767115
2379	0.00217274	0.00479492	0.453134
2380	0.0021003	0.0046381	0.452835
2381	0.00156628	0.00489832	0.319759
2382	0.00160762	0.00493366	0.325846
2383	-0.000617598	0.00550951	-0.112097
2384	-0.00508303	0.00501328	-1.01391
2385	0.0022154	0.00506923	0.437028
2386	0.00205864	0.00465136	0.442589
2387	-0.00334899	0.00476223	-0.703239
2388	0.000991191	0.00490068	0.202256
2389	0.00221258	0.00518376	0.426829
2390	0.00234785	0.00457688	0.512981
2391	4.58386e-005	0.00506898	0.00904295
2392	-0.00668935	0.00469843	-1.42374
2393	-0.0012108	0.00435649	-0.277929
2394	-0.00615096	0.00441082	-1.39452
2395	-0.00310421	0.00459076	-0.676186
2396	0.000895408	0.00483948	0.185022
2397	0.0016351	0.00476182	0.343377
2398	0.00200172	0.00492983	0.406043
2399	0.000972311	0.00496721	0.195746
2400	0.00163081	0.00437746	0.372548
2401	-0.00380356	0.00412989	-0.920983
2402	0.000474632	0.00489505	0.0969617
2403	0.00154343	0.0045491	0.339282
2404	-0.00020881	0.00472992	-0.0441468
2405	0.00183552	0.00483947	0.37928
2406	-0.0020584	0.00443336	-0.464298
2407	-0.0078858	0.00485981	-1.62266
2408	0.000780453	0.00464091	0.168168
2409	0.00223716	0.0049672	0.450387
2410	-0.00213276	0.00500355	-0.42625
2411	0.00237572	0.00457918	0.518809
2412	0.00218336	0.00499024	0.437526
2413	0.00246061	0.00503295	0.4889
2414	-0.00110806	0.00441813	-0.250797
2415	-0.0020018	0.00504	-0.397182
2416	0.00224894	0.00443492	0.507098
2417	0.0012151	0.00438265	0.277252
2418	0.000619337	0.00489833	0.126438
2419	0.00170364	0.00452061	0.376861
2420	0.00153938	0.00529797	0.290559
2421	-0.00273306	0.00430338	-0.635098
2422	0.000771191	0.00492792	0.156494
2423	0.00205521	0.00470102	0.437184
2424	0.00278987	0.00526611	0.529778
2425	0.00206968	0.00458072	0.451823
2426	-0.00514028	0.00489499	-1.05011
2427	-0.0014102	0.00503361	-0.280157
2428	0.00229753	0.00482952	0.475726
2429	0.00249199	0.00496719	0.50169
2430	-0.00178364	0.00464091	-0.38433
2431	-0.00224127	0.00473521	-0.473321
2432	-0.00586493	0.00472984	-1.23999
2433	0.00114677	0.00503347	0.227828
2434	-2.13207e-005	0.00480201	-0.00443995
2435	0.00167122	0.00503296	0.332055
2436	-0.000671305	0.00436078	-0.153942
2437	0.00192595	0.00479492	0.401665
2438	-0.00492266	0.00469848	-1.04771
2439	0.00231003	0.00451839	0.51125
2440	2.84336e-005	0.00455666	0.00624002
2441	0.00195734	0.00453174	0.431917
2442	-0.00601104	0.00468791	-1.28224
2443	0.00251321	0.00491058	0.511795
2444	0.00203196	0.00472991	0.429599
2445	0.00106431	0.00482728	0.220479
2446	1.47361e-005	0.00466931	0.00315596
2447	-0.00306129	0.00493149	-0.620763
2448	0.00229655	0.00486017	0.472525
2449	0.00243101	0.00458264	0.530482
2450	0.00221545	0.00450788	0.491461
2451	0.000484167	0.00463931	0.104362
2452	-0.00451038	0.00451835	-0.998236
2453	-0.00142793	0.00462524	-0.308725
2454	0.000436474	0.00455666	0.0957881
2455	-0.00289138	0.00466929	-0.619233
2456	-0.00254899	0.00514946	-0.495002
2457	0.000860491	0.00470103	0.183043
2458	-0.00153128	0.00496525	-0.3084
2459	0.00134149	0.00503296	0.266541
2460	-0.000320713	0.0052696	-0.060861
2461	0.00206891	0.00440578	0.46959
2462	0.00193913	0.00486201	0.398834
2463	-0.00242359	0.00514702	-0.470872
2464	0.00175281	0.00467481	0.374948
2465	0.00106468	0.00428823	0.24828
2466	-0.0136298	0.00463647	-2.9397
2467	0.000819039	0.00449039	0.182398
2468	0.00148341	0.00448503	0.330746
2469	0.00219451	0.00485179	0.45231
2470	0.00211499	0.00479426	0.44115
2471	0.00205342	0.00466767	0.439924
2472	0.00222956	0.00486568	0.458222
2473	-0.0071725	0.00432622	-1.65791
2474	0.00151599	0.00452061	0.335351
2475	0.000727892	0.00464532	0.156693
2476	0.00243757	0.00495688	0.491755
2477	0.00107744	0.00493151	0.218481
2478	0.00228843	0.00538011	0.42535
2479	0.00207475	0.00492983	0.420857
2480	-0.00357416	0.00482815	-0.740275
2481	0.0018538	0.00443771	0.417738
2482	-0.00382399	0.00521104	-0.733825
2483	0.00208825	0.00450439	0.463603
2484	-4.7447e-005	0.00476312	-0.00996134
2485	0.00191497	0.00435352	0.439866
2486	0.0025933	0.0049628	0.522547
2487	0.00220491	0.00457803	0.481628
2488	-0.00648201	0.00467472	-1.38661
2489	-0.00883211	0.00446474	-1.97819
2490	-0.000214257	0.00490068	-0.0437199
2491	0.00179705	0.00465906	0.385711
2492	0.00248107	0.0046381	0.534933
2493	-0.000366299	0.00466768	-0.0784757
2494	0.00243507	0.00526612	0.462402
2495	0.00125421	0.00478141	0.262309
2496	0.00199657	0.003949	0.505588
2497	-0.00743553	0.00485982	-1.53
2498	0.00064079	0.0045476	0.140907
2499	0.00202864	0.00446244	0.454604
2500	-0.000367868	0.00489364	-0.0751725
2501	-0.00302102	0.00460742	-0.655686
2502	0.000912815	0.00489364	0.186531
2503	0.00219001	0.00486822	0.449859
2504	0.00131132	0.00479427	0.273518
2505	0.00260823	0.00534585	0.487899
2506	0.00211704	0.00470477	0.449978
2507	-0.00151918	0.00465783	-0.326155
2508	-0.000105143	0.00489833	-0.021465
2509	-0.000467066	0.00435847	-0.107163
2510	0.00239747	0.00479596	0.499893
2511	-0.000794372	0.00449039	-0.176905
2512	0.000544837	0.0045491	0.119768
2513	-0.00737432	0.00482941	-1.52696
2514	-0.00560395	0.00461364	-1.21465
2515	-0.00454483	0.00489406	-0.928642
2516	0.00193545	0.00443353	0.436548
2517	0.00115322	0.00518376	0.222468
2518	0.0020851	0.00492983	0.422957
2519	1.24384e-005	0.00493631	0.00251978
2520	0.000358137	0.00476312	0.0751897
2521	0.00112439	0.00438114	0.256643
2522	0.00226182	0.00494715	0.457196
2523	-0.00167632	0.00464532	-0.360863
2524	0.00163259	0.00476225	0.34282
2525	0.0023172	0.00542239	0.427339
2526	0.00156104	0.00466747	0.334452
2527	-0.00490175	0.00482948	-1.01496
2528	0.00211567	0.0049363	0.428595
2529	0.000770599	0.00484312	0.159112
2530	-0.00153424	0.00490067	-0.313068
2531	0.000364082	0.00486362	0.0748582
2532	0.00120203	0.00492864	0.243887
2533	-0.00828727	0.00503586	-1.64565
2534	0.00239107	0.00469894	0.508852
2535	-0.00172506	0.00477397	-0.361347
2536	0.00129537	0.00504001	0.257017
2537	0.00154826	0.00488308	0.317066
2538	0.00215296	0.00500956	0.429771
2539	0.000735061	0.00435189	0.168906
2540	-0.000361487	0.00482683	-0.0748911
2541	0.00211662	0.00446173	0.474396
2542	-0.0142519	0.00463643	-3.0739
2543	-0.00726325	0.00522866	-1.38912
2544	0.000978047	0.00451877	0.216441
2545	0.00124796	0.00487123	0.256191
2546	-0.000672345	0.00514298	-0.130731
2547	0.000957204	0.00482683	0.198309
2548	0.00136691	0.004822	0.283475
2549	-0.00286567	0.00453884	-0.631367
2550	0.00206839	0.00457918	0.451694
2551	0.000130721	0.00479427	0.0272661
2552	0.000177845	0.00428025	0.0415501
2553	0.00119525	0.00510723	0.23403
2554	0.000490701	0.00452394	0.108468
2555	0.00252745	0.00503448	0.502028
2556	0.000358374	0.00467073	0.0767275
2557	0.00193109	0.00445088	0.433866
2558	-0.00876763	0.00489487	-1.79119
2559	0.00203934	0.00482727	0.422462
2560	0.00206138	0.00430751	0.478555
2561	0.00233461	0.00520544	0.448494
2562	-0.00253297	0.00522114	-0.485137
2563	0.00254515	0.00522311	0.487287
2564	-0.00296804	0.00459816	-0.645485
2565	0.00220918	0.00482817	0.457561
2566	-0.000477792	0.00417238	-0.114513
2567	0.00203591	0.00467256	0.435716
2568	0.000238991	0.00473182	0.0505073
2569	-0.00693592	0.00483122	-1.43564
2570	-0.00555828	0.00446237	-1.24559
2571	0.00222701	0.00479956	0.464003
2572	0.00231439	0.00490067	0.472261
2573	0.00121832	0.00514947	0.236591
2574	-0.00784973	0.00489819	-1.60258
2575	0.00213902	0.00482682	0.443153
2576	0.0023792	0.00465499	0.511106
2577	0.00239593	0.00496524	0.48254
2578	0.00204266	0.00455211	0.448729
2579	0.00228674	0.00518376	0.441136
2580	0.000939246	0.00486018	0.193253
2581	0.00265371	0.00533744	0.497188
2582	0.0022377	0.00489504	0.457137
2583	0.0018388	0.00469978	0.391253
2584	-0.00417263	0.0045239	-0.922352
2585	0.00240403	0.00490349	0.490269
2586	0.0021713	0.00479602	0.45273
2587	0.00208188	0.00482817	0.431195
2588	0.00210863	0.00496964	0.424303
2589	0.00228963	0.00510564	0.448451
2590	-0.00161553	0.00437343	-0.369396
2591	-0.00282121	0.00450127	-0.626759
2592	0.00123762	0.00482818	0.256332
2593	0.00210093	0.00510564	0.411493
2594	0.000434879	0.00486201	0.0894442
2595	0.00173581	0.00457688	0.379255
2596	0.00190884	0.00460743	0.414297
2597	-0.00299075	0.00476613	-0.627501
2598	-0.00159733	0.00452209	-0.353229
2599	-0.000266903	0.00448504	-0.0595095
2600	-0.00530682	0.00449249	-1.18127
2601	0.00164449	0.0045474	0.361633
2602	0.00236016	0.004856	0.48603
2603	0.00220182	0.00482727	0.45612
2604	0.00212851	0.00424791	0.501073
2605	-0.00348093	0.00469232	-0.741836
2606	0.00213182	0.00460685	0.46275
2607	0.0019616	0.00446173	0.439651
2608	0.00221285	0.0046381	0.477102
2609	0.00248734	0.00476224	0.522305
2610	0.00244672	0.00473755	0.516454
2611	-0.00647072	0.00449119	-1.44076
2612	0.0020578	0.00479426	0.429222
2613	-0.000628103	0.00493151	-0.127365
2614	0.000156435	0.00505135	0.0309688
2615	0.000855359	0.00460842	0.185608
2616	-0.00457529	0.00443349	-1.03198
2617	-0.00605818	0.00477084	-1.26984
2618	0.00216199	0.00443614	0.487358
2619	0.00243316	0.00483132	0.503621
2620	0.00245844	0.00510564	0.481515
2621	0.00194068	0.00446137	0.434995
2622	-0.00366518	0.00550688	-0.665564
2623	0.00178555	0.00500631	0.356659
2624	0.00237606	0.0050951	0.466342
2625	-0.000538611	0.00506924	-0.106251
2626	0.000825966	0.00455212	0.181447
2627	0.00226768	0.00506923	0.447341
2628	-0.0086908	0.00482711	-1.80042
2629	0.00221298	0.00452393	0.489173
2630	0.0015077	0.00449038	0.335763
2631	7.075e-005	0.00501762	0.0141003
2632	0.00239787	0.00477396	0.502281
2633	0.00231728	0.0046393	0.49949
2634	0.000138574	0.00443615	0.0312375
2635	0.00137572	0.00476311	0.288828
2636	0.00185611	0.00427279	0.434402
2637	0.00252462	0.00492863	0.512235
2638	0.00147789	0.00467073	0.316415
2639	0.00197672	0.00432747	0.456785
2640	0.00125386	0.00436693	0.287125
2641	-0.00326918	0.00454908	-0.718646
2642	0.00275145	0.00521889	0.527209
2643	-0.00248078	0.00503901	-0.492315
2644	0.0023283	0.00468798	0.496653
2645	-0.000844518	0.00446493	-0.189145
2646	0.00102606	0.00452061	0.226974
2647	0.00171548	0.00422221	0.406299
2648	0.00241822	0.005036	0.480186
2649	0.00240985	0.00454815	0.529853
2650	0.00215925	0.00514703	0.419515
2651	-0.00129403	0.00463691	-0.279071
2652	0.000646592	0.00496525	0.130223
2653	-0.00437708	0.00455037	-0.961916
2654	0.0023103	0.00449128	0.514398
2655	-0.000146133	0.00458488	-0.0318728
2656	-0.00259866	0.00457688	-0.56778
2657	0.00140545	0.00482683	0.291176
2658	0.00250164	0.00516993	0.483883
2659	0.00131162	0.00490569	0.267367
2660	-0.0036494	0.00472989	-0.771562
2661	0.00149917	0.00466767	0.321181
2662	-0.00238907	0.00452393	-0.528096
2663	0.0022766	0.00476311	0.477966
2664	0.00133366	0.00466828	0.285686
2665	0.0022055	0.00473755	0.465536
2666	0.00179107	0.0048363	0.370339
2667	0.00182749	0.00464091	0.393779
2668	0.00014476	0.00489364	0.0295813
2669	0.00244178	0.00496524	0.491774
2670	0.00255713	0.00492982	0.518707
2671	-0.000196396	0.00430055	-0.0456678
2672	-0.00078202	0.00479603	-0.163056
2673	0.00219838	0.00470269	0.467474
2674	-0.000830104	0.00396294	-0.209467
